NO,제목,작성자,작성일,조회수,첨부파일,url,content
11976,[장학공지] 2023-1학기 고졸 후학습자 장학금(희망사다리Ⅱ유형) 신규장학생 신청 안내,장학·복지팀,2023-03-06,295,1,https://www.gachon.ac.kr/commonNotice/kor/84250/artclView.do,"■ 신청기간 2022. 3. 6.(월) ~ 3. 31.(금) 18:00시까지   ■ 신청방법  한국장학재단 홈페이지에서 학생 직접신청  - 학생 신청 매뉴얼 및 FAQ는 재단 홈페이지 고졸 후학습자 장학금 공지사항에 개시  ■ 지원대상 (기본요건) 대한민국 국적자로 최종학력이 고졸이며, 재직요건을 충족한 학생 중 직전학기 성적이 100점 만점의 70점 이상인 자(신·편입생은 성적 심사 제외)  - 재직요건 : 고등학교 졸업자로서 심사일(2023.1.1) 기준 재직기간이 2년 이상(단, 중소·중견기업은 1년 이상)이며, 심사일 기준 대상기업에 재직중인 자 ※ 부모기업, 공공기관 등 일부기업은 지원대상에서 제외 ※ 전문학사 취득자가 전공심화과정 및 4년제 대학에 신편입하는 경우, '전문학사 취득 전' 재직기간 2년을 충족하면 장학금 지원 가능  ■ 선발대상 고졸 후학습자 장학사업 신규장학생은 연령, 재직기관/기간, 출신고교에 따라 차등 배점*하여 총점이 높은 순으로 선발됨을 안내       *「2023년 고졸 후학습자 장학사업 업무처리기준」(p.17) “고졸 후학습자 장학생 선발 배점표” 참고  ■ 지원규모(인원) - 금번 년도 예산 범위 내에서 선발   ※ 연령, 재직기관, 고교 출신, 기업재직기간에 따라 차등배점하여 총점이 높은 순으로 선발 (상세내용은 첨부된 신청 매뉴얼 FAQ 참조)  ■ 지원금액 - 현 재직기업 유형 및 규모에 따라 등록금 차등지권(중소·중견 등록금 전액, 대기업·비영리 등록금 50%)  ■ 장학생 의무사항 - 의무재직 : 신규장학생은 선발 시 재직 기업에 따라 수혜학기 x 4개월간 기업에 재직 - 학적변동 : 재학생에 한해 지원하므로 수혜학기 이수 필수  한국장학재단 희망사다리 Ⅱ유형 상담센터 : ☎1800-0499       붙임 2023년 고졸 후학습자 장학사업 업무처리기준 1부."
11975,[공지사항-기타공지] 2023-1 외국인 교환학생-재학생 언어·문화교류 프로그램 모집,국제어학원팀,2023-03-06,2422,0,https://www.gachon.ac.kr/commonNotice/kor/84247/artclView.do,"가천대학교 국제어학원에서 외국인 교환학생들과 언어와 문화를 교류하고 싶은 한국인 재학생들을 모집합니다.  ◆ 모집기간: 2023. 3. 7.(화) ~ 3 . 20.(월) ◆ 신청방법: WIND 신청 →  https://wind.gachon.ac.kr/ko/program/all/view/4724   ※ 선착순 모집으로 멘토 신청인원에 맞추어 조 배정이 됩니다.   ※ 팀으로 신청하고 싶더라도 개인이 각각 신청해야 합니다.   ※ 언어별 인원이 다 찰 경우 ""대기자""로 들어가게 됩니다. / 신청인원에 따라 조기마감될 수 있습니다.  ◆ 모집대상: 외국인 교환학생과 언어 및 문화교류를 경험하고 싶은 가천대 한국인 대학생(선착순 모집) ◆ 운영기간: 2023. 3. 27.(월) ~ 6. 9.(금) 중 7회 (회당 3-4시간씩 권장, 총 28시간 이상 활동) ◆ 대상언어: 영어, 일본어, 중국어, 독일어     ※ WIND 신청 시 언어선택, 신청언어의 외국어능력치도 선택해주세요. 팀 배정 시 참고됩니다. ◆ 인원구성: 외국인 교환학생 1명 + 본교 한국인 재학생 3명 ◆ 모집인원: WIND 공지사항 참고  ◆ 활동내용:   - 언어교류 (영어, 일본어, 중국어, 독일어 <-> 한국어), 외국문화체험     ex. 한국관련 활동 3회, 외국문화 관련 활동 5회(문화체험, 식당방문 등)     ex. 활동 시 한국어 사용하지 않고 외국어로 대화해보기, 외국 영화 시청 후 의견 나눠보기, 외국 영화 롤플레잉 해보기 등등     - 멘토(외국인 교환학생): 외국문화(자신의 나라 문화)를 알려줄 수 있는 커리큘럼 만들기   - 멘티(한국인 재학생): 외국문화와 언어 배우기, 멘토에게 한국문화 알려주기   - 매 활동 시 인증사진과 활동일지 작성   - 활동 마무리 후 결과보고서 및 최종영상 제출  ◆ 혜택   - 각 조당 활동비 지급   - 수료 팀, 멘토 및 조장 기념품 증정   - 우수활동조 우수상품 증정  문의 031-750-5642, language@gachon.ac.kr"
11974,[공지사항-기타공지] 2023년도 초기창업패키지(가천대학교) 창업기업 모집 공고,창업지원단,2023-03-03,591,7,https://www.gachon.ac.kr/commonNotice/kor/84240/artclView.do,"유망 창업 아이템 및 기술을 보유한 초기창업기업의 사업 안정화와 성장을 지원하는 『2023년도 초기창업패키지』에 참여할 초기창업기업을 다음과 같이 모집합니다.  1. 지원대상 : 창업 후 3년 이내 초기창업기업 2. 지원내용 : 사업화 자금(최대 1억원, 평균 0.7억원), 창업프로그램 등 3. 모집기간 : ~2023.03.16.(목), 16시까지  4. 협약기간 : 협약시작일로부터 9개월 이내(’23.5월 ~ ’24.1월 예정) 5. 선정규모 : 30개사 6. 신청방법 : 온라인 접수(https://me2.do/5bd2MMOI)                      k-startup홈페이지>사업공고>모집중>2023년도 초기창업패키지 창업기업 모집공고 7. 제출서류 : 사업계획서 1부, 기타 제출서류 각 1부  ※ 자세한 내용은 모집 공고문 또는 창업진흥원 모집 공고(K-Startup)을 참고하시기 바랍니다.   8. 오프라인 사업 설명회 사전 안내  가. 일 시 : 2023.03.09.(목) 14시~  나. 장 소 : 가천대학교 글로벌센터 1층 100호(경기도 성남시)  다. 내 용 : 2023 초기창업패키지 사업 및 특화프로그램 안내, Q&A 등   라. 문 의 : 가천대학교 창업지원단 031-750-6963, 6964   2023년 3월 3일  가천대학교 창업지원단장"
11973,[장학공지] 2023년도 (재)용인시장학재단 장학금 및 교육비 지원자 선발계획 안내,장학·복지팀,2023-03-03,493,1,https://www.gachon.ac.kr/commonNotice/kor/84235/artclView.do,"(재)용인시장학재단의 요청에 따라 '2023년도 (재)용인시장학재단 장학금 및 교육비 지원자  선발계획'을 아래와 같이 안내합니다.  1. 일정별 추진계획      가. 신청기간 : 2023. 3. 17(금) 09:00 ∼ 2023. 4. 14(금) 18:00 (29일간)        ※공휴일은 접수받지 않음.       나. 심    의 : 2023. 5. 24(수)     다. 지원대상자 확정통보 : 2023. 5. 30(화)     라. 장학금 증서수여식 : 2023. 6. 9(금)     마. 장학금 지급 : 장학증서 배부 후. 2. 신청자격      가. 공고일 현재, 용인시에 주민등록을 두고 2년 이상 계속하여 거주하고 있는           시민 및 시민의 직계비속      나. 당해연도 타 장학금을 받지 아니한 자         [단, 대학생은 등록금 범위 내에서 타 장학금과 이중수혜 가능]  3. 구비서류 : 선발계획참조  4. 신청절차 : 신청서 작성 → (추천권자 취합) → 용인시 인재육성재단 제출  5. 접수장소 : 용인시 처인구 중부대로 1199 용인시청 3층, 용인시장학재단 (우)17019 6. 자세한 공고 사항은 첨부파일을 참조하시고    문의사항은 용인시장학재단(사무실 324-4823, 338-3416)으로 문의"
11972,[학사공지_학사] 이수구분 변경 시스템 전산화 안내,학사지원팀,2023-03-03,3473,0,https://www.gachon.ac.kr/commonNotice/kor/84220/artclView.do,"기존 대면으로 실시하던 이수구분 변경을 전산화 하여 2023학년도 1학기(2023.03.06.)부터 시범운영하오니, 아래 내용을 확인해주시기 바랍니다.  이수구분 정정 신청 메뉴 위치: 학사행정 – 학부학사 – 성적관리 – 성적조회 – 이수구분정정 신청 ① 신규 ② 과목명(학수번호) 조회 ③ 변경 후 이수구분 선택 ④ 신청사유 입력(ex. 코드쉐어, 요람 상 이수구분으로 변경, 전과 등) ⑤ 승인 후 변경된 이수구분 확인  ▶ 재수강 교과목 변경 시, 첫 수강 과목의 이수구분을 변경하면 됩니다. ▶ 수강중인 교과목의 이수구분은 현재 지원하고 있지 않습니다. 성적이 나온 교과목의 이수구분을 변경해주시기 바랍니다. 수강중인 교과목의 이수구분 변경은 서비스센터(G), 교무학사팀(M)에 방문해주시기 바랍니다. ▶ 영역변경은 지원하고 있지 않습니다. 영역변경 희망 시 서비스센터(G), 교무학사팀(M)에 방문해주시기 바랍니다.  글로벌: 비전타워 B구역 1층 학생서비스센터 내 학사지원팀 메디컬: 보건과학대학 1층 113호 교무처"
11971,[학사공지_학사] 2023-1학기 코로나19관련 안내,학사지원팀,2023-03-03,2249,0,https://www.gachon.ac.kr/commonNotice/kor/84216/artclView.do,"1. 확진자 수업운영/참여 안내   1) 교수자: 비대면 수업 진행   2) 학   생: 비대면 수업 또는 출석 외 대체 수업으로 참여 * 등교기준     구분  방역당국 통보  나의 접종상황  격리기간  검사  등교기준    ""내가""  확진자인 경우  접종완료자, 미완료자  7일 격리  -  등교중지    나의 ""동거인이""  확진자인 경우(재택치료자)  수동감시(10일)  동거인 검사 3일 이내 PCR, 6~7일차 신속항원 검사 권고  등교가능    * 확진자 기준: PCR검사 양성 또는 전문가용신속항원검사 양성 * 위중증인 경우 (교수) 완치 후 보강 실시, (학생)유고결석 처리 요청  2. 확진 학생 수업참여 방법 변경 및 유고결석 처리 아래 순으로 담당 교수님께 요청. ex) 1번 불가 시 2번으로 진행   1) 수업참여방법 변경 요청(대면수업 -> 확진자에 한하여 대면/비대면 병행수업)   2) 출석대체 과제 요청 후 과제 이수로 수업 참여  3. 확진자의 유고결석 처리 방법   1) 학교홈페이지 – USER SERVICE – 코로나19 자진신고 시스템 내 세부항목 입력   2) “첨부파일”에 확진관련 증빙자료 1부 첨부(약봉투, 신속항원검사 안내문 불가)  * 증빙자료: 본인임을 식별가능한 확진 문자, 신속항원검사 양성판정 확인서, 소견서, 격리통지서 등의 서류 중 택하여 사진 혹은 pdf파일로 첨부.    3) 코로나19 자진신고 내역 출력 후 해당 교과목 교수자에게 제출    4. 유증상자, 자가키트양성자 수업참여 방법 변경 및 유고결석처리  유증상자, 자가키트양성자의 경우    (학생)교수자의 재량으로 비대면 참여, 출석대체 과제 등을 진행.  (교수) 비대면수업 혹은 휴,보강 실시."
11970,[장학공지] 2023학년도 (재)성보장학회 장학생 선발 결과 안내,장학·복지팀,2023-03-03,238,0,https://www.gachon.ac.kr/commonNotice/kor/84215/artclView.do,2023학년도 (재)성보장학회 장학생 선발 결과(학교추천)를 아래와 같이 안내합니다. - 2018**696 우*혁 - 2018**311 김*지
11969,[장학공지] 2023-1학기 중소기업 취업연계 장학사업(희망사다리 I유형) 신규장학생 신청 안내,장학·복지팀,2023-03-03,512,1,https://www.gachon.ac.kr/commonNotice/kor/84208/artclView.do,"■ 신청기간 2023. 3. 6.(월) ~ 3. 31.(금) 18:00         ※ 조기취업형 계약학과 1학년 학생도 신청기간 내에 동시 신청 진행  ■ 신청방법  한국장학재단 홈페이지, 모바일APP (첨부된 신청매뉴얼 참고)  ■ 지원대상 - 중소·중견기업 취·창업을 희망하는 대학생  ■ 지원요건 (기본요건) 대한민국 국적자로 일반대 3학년 이상 또는 전문대 2학년 이상의 학생이며, 직전학기 성적이 100점 만점의 70점 이상인 자(신·편입생은 성적 심사 제외), 직전학기 최소이수학점(12학점) 이상 이수 - 대학선발기준에 따라 고득점 순으로 선발(소득분위, 학업성적 등 자체평가기준은 추후 공지예정)    - 취업지원형 : 기본요건을 충족하는 학생 중 중소․중견기업 취업(희망)자   - 창업지원형 : 기본요건을 충족하는 학생 중 창업(희망)자  ※ 본 장학금 기존 수혜자가 편입하는 경우 지원대상에서 제외되나, 전문대 장학생이 졸업 후 전공심화 또는 4년제 편입하는 경우, 편입한 첫 학기에 한해 신규로 재신청 가능 ※ 계약학과 학생은 지원 대상에서 제외되나, 조기취업형 계약학과 학생은 1학년에 한해 허용  ■ 지원내용 - 졸업 시까지 매 학기 등록금 전액* - 매 학기 직무기초교육 이수자에 한해 취·창업지원금 200만원    * 수혜학기 중복지원 여부와 등록금액에 따라 변동 가능하며, 장학생 요건을 충족하지 못할 시 장학금 지원 중단   * 조기취업형 계약학과 1학년생은 1학년 2개학기만 지원  ■ 장학생 의무사항 - 보증보험 : 의무종사 불이행 시 장학금 반환을 위한 보증보험 가입을 위해 매 학기 개인정보 동의 필요 (보증보험료는 재단지원) - 학적변동 : 재학생에 한해 지원하며(수혜학기 이수의무), 장기 휴학*·제적·자퇴 등 학적변동 발생 시 자격상실(수혜받은 장학금 전액반환)                 * 장학생 선발이후 휴학종류에 상관없이 최대 3년까지 허용, 3년 초과 시 자격 상실 - 의무교육 : 장학생 신청 시 온라인 사전교육을 이수하여야 하고, 매 학기 재단이 정한 직무기초교육과정을 이수하여야 함 - 의무종사 : 장학생은 중소기업 취업 및 창업에 대한 의무가 있으며, 의무 불이행 시 지원금 전액 환수(수혜학기x6개월) ※ 자퇴·제적, 직무기초교육 미이수, 오선발·오지급의 경우 의무종사로 대체 불가(반환 필수)  ■ 기타 문의처  - 보증보험 관련 : 053-238-2859, 직무기초교육(이수) 관련 : 2469, 의무종사(사후관리) 관련 : 2469, 2452  - 희망사다리상담센터 : 1800-0499"
11968,[공지사항-기타공지] 중앙도서관(M) 이벤트 '오늘부터 1일' 안내,중앙도서관(M),2023-03-03,1263,1,https://www.gachon.ac.kr/commonNotice/kor/84199/artclView.do,"중앙도서관(M)에서 3월 이벤트를 시행합니다.  * 대상 : 메디컬캠퍼스 2023학년도 학부 신입생 * 내용 : 중앙도서관(M)에서 첫 대출할 경우 선착순 80명에게 페레로로쉐(T5) 초콜릿을 선물로 드립니다. * 기간 : 2023.3.6.(월)~2023.3.17.(금) 2주간  우리... ""오늘부터 1일""해요..  * 문의처 : 중앙도서관(M) 자료열람실 박혜준 032-820-4081"
11967,[공지사항-기타공지] 등재지 『아시아문화연구』 제61집 원고 모집 안내(연장),아시아문화연구소,2023-03-03,272,5,https://www.gachon.ac.kr/commonNotice/kor/84194/artclView.do,"안녕하십니까? 가천대학교 아시아문화연구소 편집위원회입니다. 2023년 4월 30일 발간 예정인 한국연구재단 등재지 『아시아문화연구』 제61집에 게재할 논문을 모집(연장)하오니, 많은 관심과 투고 부탁드립니다.   논문투고를 희망하시는 분들은 가천대학교 아시아문화연구소 온라인 논문투고•심사시스템(JAMS2.0 https://acsri.jams.or.kr/co/main/jmMain.kci)에 접속하시어  회원가입을 미리 해 주시기 바랍니다. 회원 가입 및 관리자 승인 후에 온라인 논문투고가 가능합니다.   [세부내용] 1. 원고 주제 아시아의 언어, 문학, 역사, 문화 등 인문, 사회과학 제 분야에 있어서 전문성을 갖춘 연구논문으로서 기존의 국내외 학술지 및 단행본에 게재되지 않은 독창적인 주제 및 내용을 원칙으로 합니다.   2. 투고 방법 1) 원고 마감(연장)은 3월 10일까지 입니다. (마감에는 혼잡하여 시스템이 불안정할 수 있으니 미리 투고해 주시기 바랍니다. 3월 10일 이후 투고된 논문은 자동 다음호 접수 처리됩니다. 마감일을 지켜주시기 바랍니다. 2) 논문은 반드시 가천대 아시아문화연구소 온라인 논문투고 시스템을 통하여 투고하여 주시기 바랍니다. 3) 가입 및 승인에 다소 시일이 걸릴 수 있으니 온라인 논문투고 시스템 가입 및 승인은 투고 이전에 완료해 주시기 바랍니다.(가입신청 후 메일로 통보해주시면 보다 빠른 승인처리가 가능합니다.) ※ 온라인 회원가입 방법 및 논문 투고 방법은 첨부한 파일을 참조하시기 바랍니다. 4) 논문 투고 시, 첨부 ‘샘플논문’에 작성하여 제출해주시기 바랍니다. ※ 편집 규정에 맞지 않는 논문은 접수하지 않으며, 투고 논문의 편집을 본 연구소에 위임할 경우 편집, 조판비가 추가될 수 있습니다. 5) 원고 분량은 논문의 경우 200자 원고지 120매 내외입니다. 편집 완료 후, 원고 분량이 초과될 경우, 추가 조판비를 받습니다. 6) 원고 작성에 관한 자세한 내용은 아시아문화연구소 홈페이지나 첨부한 투고규정을 참고하시고, 반드시 규정에 따라 주시기 바랍니다. 7) 논문 유사도 검사표와 저작권 준수 및 활용동의서를 투고 논문과 함께 사이트에 첨부하여 제출해주시기 바랍니다.   3. 심사료 및 게재료 1) 논문 투고 시, 심사료 6만원을 함께 송금하셔야 논문심사가 진행됩니다. ※ 입금 시 입금자명은 [홍길동 심사비]와 같이 작성해 주십시오. 2) 게재료는 30만원이며, 대학원생ㆍ강사의 신분으로 게재료를 지원받지 않는 경우 10만원입니다. ※ 게재료 납부에 관해서는 최종 논문 수정 후 연구소에서 안내 메일을 드릴 예정입니다. ※ 계좌번호는 아시아문화연구소 홈페이지 공지사항을 참고하세요.   4. 문의 논문투고와 원고 작성에 관한 자세한 내용은 전화 혹은 E-mail로 문의 바랍니다. 전 화: (031) 750-8568 E-mail: asia@gachon.ac.kr     가천대 아시아문화연구소 온라인 논문투고 • 심사 시스템(JAMS2.0) ⟹ https://acsri.jams.or.kr/co/main/jmMain.kci   가천대학교 아시아문화연구소 편집위원회"
11966,[공지사항-기타공지] 가천교지편집위원회 제42기 수습위원 모집,신문방송국,2023-03-03,383,1,https://www.gachon.ac.kr/commonNotice/kor/84193/artclView.do,"[가천교지편집위원회 42기 수습위원 모집]  가천교지편집위원회는 가천대학교 언론출판협의회 소속 공식 교지로써, 오랜 역사와 전통을 자랑하는 학교 자치기구입니다. 이러한 가천교지편집위원회만의 문화를 계승하고 발전시키며 고귀한 언론의 정통성을 이어갈 42기 수습위원 모집을 모집합니다. 함께 가천교지를 만들어 나아갈 재능 있는 23학번 여러분의 많은 지원 바랍니다.  ㅇ지원대상 개강 이후, 월요일과 목요일 오후 6시 회의에 참여할 수 있는 23학번 신입생(인성세미나 강의와 겹쳐도 무관함)  ㅇ주요활동 연 2회 가천대학교 교지 발행, 교지 내부 기사 작성 및 사진 촬영과 인터뷰  ㅇ 기자 특전  장학금 수혜  ㅇ 모집기간 2023년 3월 15일 오후 6시까지  ㅇ모집방법 가천대학교 홈페이지에서 지원서 다운로드 후 이메일로 제출  ㅇ면접일정 개별 연락 후 3월 16일 오후 6시 면접 진행  ㅇ모집문의 sol7858@gmail.com  ㅇ 수습지원서 sol7858@gmail.com으로만 제출해 주세요."
11965,[공지사항-기타공지] 2023학년도 2학기 국제교류처 해외파견 프로그램 사전설명회 안내,국제교류지원팀,2023-03-03,5736,1,https://www.gachon.ac.kr/commonNotice/kor/84190/artclView.do,"안녕하세요 국제교류처입니다. 2023학년도 2학기 해외파견 프로그램 사전설명회를 아래와 같이 개최하오니, 재학생 여러분의 많은 참여 부탁드립니다.  ■ 2023-2학기 파견 outbound 사전설명회 1. 대 상 자: 해외파견 프로그램에 참여 예정인 재학생 2. 추진일정   - 비대면: 2023. 3. 9(목) 17:00, Webex   - 대  면: 2023. 3. 13(월) 17:00, 글로벌센터 1층 국제홀 3. 설명회 링크: gachon.webex.com/meet/overseas    - webex 로그인 후 입력하여 접속 4. 프로그램 내용: 2023학년도 2학기 해외파견 프로그램 전체소개   - 접수일정, 준비요건, 학점인정 및 장학금 관련사항 안내   - QnA세션  ■ 문의처: hliha37@gachon.ac.kr/담당자 하혜림/031-750-2686"
11964,[취업소식] 삼성에스원 캠퍼스 리크루팅 신청 안내,대학일자리플러스센터,2023-03-03,1385,0,https://www.gachon.ac.kr/commonNotice/kor/84189/artclView.do,"삼성에스원 캠퍼스리크루팅   삼성에스원에서 우수 인재를 발굴하고자  가천대학교 캠퍼스 리크루팅을 진행합니다.   삼성에스원 또는 삼성 그룹 공채에 관심있는 친구들에게 많은 홍보 부탁드립니다 :)    진행일정 : 3월 6일(월) 10:00~17:00 (12:00~13:00 점심시간 제외)  운영방식 : 오프라인 대면  참여대상 : 상반기 삼성에스원 공채 지원자 또는 삼성그룹을 지원하고자 하는 재학생·졸업생  주요내용 :      구분  운영일시  주요내용  장소  비고    채용상담회  3.6(월) 10:00~17:00   상반기 채용 관련 1:1 상담   비전타워 B구역 잡카페  (전자정보도서관 건물 2층)  **사전신청 후 희망하는 시간에  잡카페 방문  (현장접수 순으로 상담 진행)      ** 채용직군 및 모집전공 **     연구개발(SW)직  전산/컴퓨터, 전기전자(SW), 산업공학, 기계, 수학, 통계(이공), 물리 등    IT직  전산/컴퓨터, 산업공학, 기계, 수학, 통계(이공), 물리 등     SI기술직  전기전자, 전산/컴퓨터, 기계    부동산마케팅직  전공무관 (전 전공 가능)    영업마케팅직  전공무관 (전 전공 가능)       신청방법 : WIND 시스템 - 비교과 프로그램 신청  문의사항 : 대학일자리플러스센터 문현미 031-750-4787"
11963,[장학공지] [기간연장]2023학년도 새얼문화재단 장학생 선발 안내,학생복지팀,2023-03-02,772,2,https://www.gachon.ac.kr/commonNotice/kor/84174/artclView.do,"새얼문화재단의 요청에 따라 2023학년도 새얼장학생 선발을 다음과 같이 안내하오니 희망하는 학생은 기한 내 서류를 제출하시기 바랍니다.  1. 지원자격(필수)  가. 2023-1학기 가천대학교 메디컬캠퍼스 재학생(2학년 이상, 약학과 편입생은 4학년)  나. 학업 석차 상위 25% 이내(성적증명서 상 석차 기준)  다. 중위소득 100% 이하(붙임 2, 2페이지 참조)  라. 근로장학금 외 국가, 교내장학금 등 타 장학금 비수혜자(중복 불가)    ※ 단, 타 장학금 반환 또는 자격 포기 시 본 장학금 수혜 가능  2. 선발인원: 1명 (학교 최종 추천 인원)  3. 제출기한: 2023.03.16.(목) 16시까지 학과 사무실-단과대학을 경유 후 학생복지팀 최종 도착분에 한 함.    ※ 지원을 희망하는 학생은 서류 경유 기간과 행정 처리 소요 시간을 감안하여 조속히 신청 바랍니다.  4. 제출처: 소속 학과 사무실  5. 제출서류: [붙임 2] 1페이지 참조  가. 장학금 지급 원서 (붙임 1)     ※ 추천 양식 내 학교장 날인은 학생복지팀에서 시행하므로 이 외 사항만 작성)  나. 성적증명서(석차 표기 필수)  다. 주민등록등본  라. 반명함판 사진 2장(원서 부착용 1장, 여유분 1장)  마. 건강보험 납입확인서(최근 3개월)  6. 장학금액: 연간 4,000,000원(등록금 범위 내 장학금)  7. 기타안내  가. 첨부된 양식 및 안내 사항을 숙지 후 신청 바랍니다.  나. 최종 신청 인원이 1명을 초과할 경우 평균평점순 최종 선발 예정입니다.  8. 문의: 새얼문화재단(032-885-3611~4)"
11962,[공지사항-비교과] [기천 ESG센터] 아나로그 캠페인 part2. 장가센 두드림 비대면 멘토링 멘토 모집,ESG센터,2023-03-02,162,0,https://www.gachon.ac.kr/commonNotice/kor/84164/artclView.do,"두드림[DO DREAM] 서포터즈 멘토링 프로그램은 가천대학교 대학혁신지원사업지원의 비교과프로그램이며, 가천대학교 가천 ESG센터가 성남시장애인가족지원센터와 협력하여, 재학생 멘토의 장애인 및 장애인 가족의 언어(영어/중국어) 멘토링을 지원하는 비대면 멘토링 프로그램입니다.  봉사활동을 진행하며 언어 능력 및 교습 능력까지 키우고 싶으신 가천대학교 재학생분들의 많은 참여 부탁드립니다!   □ 참가대상: 봉사정신을 가지고, 학습자 수준(중/하)에 맞는 언어지도가 가능한 2023년도 가천대학교 재학생 1) 신청 시점부터 2023학년도 1학기까지 (장학금 지급 시점까지) 2) 재학생에 한하여 참가 가능 (자퇴, 졸업, 제적, 휴학, 학기 초과자 불가)  □ 활동내용: 멘토 1인당 장애인 및 장애인 가족 1~3명 매칭 1) 주 2회 비대면 화상 영어/중국어 수준별 맞춤 학습 멘토링 실시    (1회당 1시간 - 30분 수업, 30분 수업 준비 및 활동 보고서 작성) 2) 활동 보고서(사진 포함) 및 활동 지원비 지급을 위한 증빙 서류 제출    (통장 사본, 주민등록증 사본, 재학증명서 사본)  □ 활동기간: 2023.04.03(월) ~ 2023.06.30(금) 총 13주 예정 1) 오리엔테이션, 종결식 포함 멘토링 총 24회 2) 중간고사, 기말고사 각 1주간 멘토링 진행 제외  □ 활동혜택 1) 학생 활동 지원비 지급 / VMS 봉사활동 시간 지급 중 택 1 2) 비교과 마일리지 (10점) 3) 활동 수료증 지급 (가천대학교 사회봉사단 '가천 ESG센터'장 명의) 4) 활동 우수팀 소정의 상품 지급  □ 접수방법: WIND 시스템(비교과 프로그램)을 통해 참가 신청  WIND 시스템에서 참가 신청서 및 자기소개서를 다운받아 작성하고 필요시 관련 증빙(언어, 봉사 경험) 함께 첨부하여 제출  □ 선정방법: 1차(서류) → 2차(전화 면접) → 선정  □ 추진일정     일정  내용    03.02(목)~03.19(일)  WIND시스템 신청 - 접수 마감 (23:45까지) 신청서 및 자기소개서 작성 (관련 증빙 추가 첨부하여 제출)    03.20(월)~03.24(금)  서류 검토 및 면접 진행    03.27(월)~03.30(목)  결과 발표 및 멘토 - 멘티 매칭 실시    03.31(금)  비대먄 webex 오리엔테이션 진행    04.03(월)~06.30(금)  총 13주 (주 2회) 멘토링 실시    06.30(금)  종결식 진행         일정  내용    03.31(금)  비대면 webex 오리엔테이션 진행    1주차 (04.03~04.09)  - 매칭된 멘토와 멘토링 실시 후 수업 계획 작성 및 공유, 수업 교재 선정 - 주차별 주2회 멘토링 실시    2주차 (04.10~04.16)  주차별 주2회 멘토링 실시    04.17~04.25  중간고사 준비 기간    3주차 (04.26~04.30)  주차별 주2회 멘토링 실시    4월 활동보고서 제출 (마감 기한: 05.01 월요일)    4주차 (05.01~05.07)  주차별 주2회 멘토링 실시    5주차 (05.01~05.07)  주차별 주2회 멘토링 실시    6주차 (05.01~05.07)  주차별 주2회 멘토링 실시    7주차 (05.01~05.07)  주차별 주2회 멘토링 실시    5월 활동보고서 제출 (마감 기한: 05.29 월요일)    8주차 (05.01~05.07)  주차별 주2회 멘토링 실시    06.05~06.13  기말고사 준비 기간    9주차 (05.01~05.07)  주차별 주2회 멘토링 실시    10주차 (05.01~05.07)  주차별 주2회 멘토링 실시    11주차 (05.01~05.07)  주차별 주2회 멘토링 실시    6월 활동보고서 제출 (마감 기한: 07.01 토요일)    06.30 (금)  종결식 진행    ※위 일정은 상황에 따라 변동될 수 있습니다.  □ 문의사항 ESG센터 (031-750-5781 kfccn@gachon.ac.kr 가천관 1004)"
